Data,Set Size,Individual MSE,number of random models,Method,MSE
Compas_Data,9,"[0.2225, 0.2116, 0.2044, 0.2047, 0.2395, 0.2316, 0.2064, 0.25, 0.2396]",1,randomized,0.22
Compas_Data,9,"[0.2225, 0.2116, 0.2044, 0.2047, 0.2395, 0.2316, 0.2064, 0.25, 0.2396]",1,random_selection,0.212
Compas_Data,9,"[0.2225, 0.2116, 0.2044, 0.2047, 0.2395, 0.2316, 0.2064, 0.25, 0.2396]",1,sequential reconcile,0.212
Compas_Data,9,"[0.2225, 0.2116, 0.2044, 0.2047, 0.2395, 0.25, 0.2064, 0.25, 0.2396]",2,mode,0.248
Compas_Data,9,"[0.2225, 0.2116, 0.2044, 0.2047, 0.2395, 0.25, 0.2064, 0.25, 0.2396]",2,randomized,0.23
Compas_Data,9,"[0.2225, 0.2116, 0.2044, 0.2047, 0.2395, 0.25, 0.2064, 0.25, 0.2396]",2,random_selection,0.212
Compas_Data,9,"[0.2225, 0.2116, 0.2044, 0.2047, 0.2395, 0.25, 0.2064, 0.25, 0.2396]",2,sequential reconcile,0.21
Compas_Data,9,"[0.2225, 0.2116, 0.2044, 0.2047, 0.2395, 0.25, 0.25, 0.25, 0.2396]",3,mode,0.25
Compas_Data,9,"[0.2225, 0.2116, 0.2044, 0.2047, 0.2395, 0.25, 0.25, 0.25, 0.2396]",3,randomized,0.233
Compas_Data,9,"[0.2225, 0.2116, 0.2044, 0.2047, 0.2395, 0.25, 0.25, 0.25, 0.2396]",3,random_selection,0.212
Compas_Data,9,"[0.2225, 0.2116, 0.2044, 0.2047, 0.2395, 0.25, 0.25, 0.25, 0.2396]",3,sequential reconcile,0.214
Compas_Data,9,"[0.2225, 0.2116, 0.2044, 0.25, 0.2395, 0.25, 0.25, 0.25, 0.2396]",4,mode,0.25
Compas_Data,9,"[0.2225, 0.2116, 0.2044, 0.25, 0.2395, 0.25, 0.25, 0.25, 0.2396]",4,randomized,0.224
Compas_Data,9,"[0.2225, 0.2116, 0.2044, 0.25, 0.2395, 0.25, 0.25, 0.25, 0.2396]",4,random_selection,0.204
Compas_Data,9,"[0.2225, 0.2116, 0.2044, 0.25, 0.2395, 0.25, 0.25, 0.25, 0.2396]",4,sequential reconcile,0.213
Compas_Data,9,"[0.2225, 0.2116, 0.25, 0.25, 0.2395, 0.25, 0.25, 0.25, 0.2396]",5,mode,0.25
Compas_Data,9,"[0.2225, 0.2116, 0.25, 0.25, 0.2395, 0.25, 0.25, 0.25, 0.2396]",5,randomized,0.236
Compas_Data,9,"[0.2225, 0.2116, 0.25, 0.25, 0.2395, 0.25, 0.25, 0.25, 0.2396]",5,random_selection,0.25
Compas_Data,9,"[0.2225, 0.2116, 0.25, 0.25, 0.2395, 0.25, 0.25, 0.25, 0.2396]",5,sequential reconcile,0.223
Compas_Data,9,"[0.2225, 0.2116, 0.25, 0.25, 0.2395, 0.25, 0.25, 0.25, 0.25]",6,mode,0.25
Compas_Data,9,"[0.2225, 0.2116, 0.25, 0.25, 0.2395, 0.25, 0.25, 0.25, 0.25]",6,randomized,0.244
Compas_Data,9,"[0.2225, 0.2116, 0.25, 0.25, 0.2395, 0.25, 0.25, 0.25, 0.25]",6,random_selection,0.25
Compas_Data,9,"[0.2225, 0.2116, 0.25, 0.25, 0.2395, 0.25, 0.25, 0.25, 0.25]",6,sequential reconcile,0.222
Compas_Data,9,"[0.2225, 0.2116, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",7,mode,0.25
Compas_Data,9,"[0.2225, 0.2116, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",7,randomized,0.242
Compas_Data,9,"[0.2225, 0.2116, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",7,random_selection,0.25
Compas_Data,9,"[0.2225, 0.2116, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",7,sequential reconcile,0.219
Compas_Data,9,"[0.2225, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",8,mode,0.25
Compas_Data,9,"[0.2225, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",8,randomized,0.249
Compas_Data,9,"[0.2225, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",8,random_selection,0.25
Compas_Data,9,"[0.2225, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",8,sequential reconcile,0.223
Compas_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,mode,0.25
Compas_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,randomized,0.25
Compas_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,random_selection,0.25
Compas_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,sequential reconcile,0.25
Adult_Data,9,"[0.129, 0.1221, 0.1126, 0.1128, 0.1372, 0.15, 0.124, 0.1141, 0.2377]",0,mode,0.133
Adult_Data,9,"[0.129, 0.1221, 0.1126, 0.1128, 0.1372, 0.15, 0.124, 0.1141, 0.2377]",0,randomized,0.136
Adult_Data,9,"[0.129, 0.1221, 0.1126, 0.1128, 0.1372, 0.15, 0.124, 0.1141, 0.2377]",0,random_selection,0.129
Adult_Data,9,"[0.129, 0.1221, 0.1126, 0.1128, 0.1372, 0.15, 0.124, 0.1141, 0.2377]",0,sequential reconcile,0.113
Adult_Data,9,"[0.129, 0.1221, 0.1126, 0.1128, 0.1372, 0.15, 0.124, 0.25, 0.2377]",1,mode,0.133
Adult_Data,9,"[0.129, 0.1221, 0.1126, 0.1128, 0.1372, 0.15, 0.124, 0.25, 0.2377]",1,randomized,0.15
Adult_Data,9,"[0.129, 0.1221, 0.1126, 0.1128, 0.1372, 0.15, 0.124, 0.25, 0.2377]",1,random_selection,0.25
Adult_Data,9,"[0.129, 0.1221, 0.1126, 0.1128, 0.1372, 0.15, 0.124, 0.25, 0.2377]",1,sequential reconcile,0.12
Adult_Data,9,"[0.25, 0.1221, 0.1126, 0.1128, 0.1372, 0.15, 0.124, 0.25, 0.2377]",2,mode,0.247
Adult_Data,9,"[0.25, 0.1221, 0.1126, 0.1128, 0.1372, 0.15, 0.124, 0.25, 0.2377]",2,randomized,0.165
Adult_Data,9,"[0.25, 0.1221, 0.1126, 0.1128, 0.1372, 0.15, 0.124, 0.25, 0.2377]",2,random_selection,0.122
Adult_Data,9,"[0.25, 0.1221, 0.1126, 0.1128, 0.1372, 0.15, 0.124, 0.25, 0.2377]",2,sequential reconcile,0.13
Adult_Data,9,"[0.25, 0.1221, 0.1126, 0.25, 0.1372, 0.15, 0.124, 0.25, 0.2377]",3,mode,0.25
Adult_Data,9,"[0.25, 0.1221, 0.1126, 0.25, 0.1372, 0.15, 0.124, 0.25, 0.2377]",3,randomized,0.182
Adult_Data,9,"[0.25, 0.1221, 0.1126, 0.25, 0.1372, 0.15, 0.124, 0.25, 0.2377]",3,random_selection,0.113
Adult_Data,9,"[0.25, 0.1221, 0.1126, 0.25, 0.1372, 0.15, 0.124, 0.25, 0.2377]",3,sequential reconcile,0.121
Adult_Data,9,"[0.25, 0.1221, 0.1126, 0.25, 0.1372, 0.15, 0.124, 0.25, 0.25]",4,mode,0.25
Adult_Data,9,"[0.25, 0.1221, 0.1126, 0.25, 0.1372, 0.15, 0.124, 0.25, 0.25]",4,randomized,0.183
Adult_Data,9,"[0.25, 0.1221, 0.1126, 0.25, 0.1372, 0.15, 0.124, 0.25, 0.25]",4,random_selection,0.25
Adult_Data,9,"[0.25, 0.1221, 0.1126, 0.25, 0.1372, 0.15, 0.124, 0.25, 0.25]",4,sequential reconcile,0.136
Adult_Data,9,"[0.25, 0.1221, 0.1126, 0.25, 0.1372, 0.15, 0.25, 0.25, 0.25]",5,mode,0.25
Adult_Data,9,"[0.25, 0.1221, 0.1126, 0.25, 0.1372, 0.15, 0.25, 0.25, 0.25]",5,randomized,0.199
Adult_Data,9,"[0.25, 0.1221, 0.1126, 0.25, 0.1372, 0.15, 0.25, 0.25, 0.25]",5,random_selection,0.25
Adult_Data,9,"[0.25, 0.1221, 0.1126, 0.25, 0.1372, 0.15, 0.25, 0.25, 0.25]",5,sequential reconcile,0.121
Adult_Data,9,"[0.25, 0.1221, 0.1126, 0.25, 0.1372, 0.25, 0.25, 0.25, 0.25]",6,mode,0.25
Adult_Data,9,"[0.25, 0.1221, 0.1126, 0.25, 0.1372, 0.25, 0.25, 0.25, 0.25]",6,randomized,0.206
Adult_Data,9,"[0.25, 0.1221, 0.1126, 0.25, 0.1372, 0.25, 0.25, 0.25, 0.25]",6,random_selection,0.25
Adult_Data,9,"[0.25, 0.1221, 0.1126, 0.25, 0.1372, 0.25, 0.25, 0.25, 0.25]",6,sequential reconcile,0.126
Adult_Data,9,"[0.25, 0.1221, 0.25, 0.25, 0.1372, 0.25, 0.25, 0.25, 0.25]",7,mode,0.25
Adult_Data,9,"[0.25, 0.1221, 0.25, 0.25, 0.1372, 0.25, 0.25, 0.25, 0.25]",7,randomized,0.224
Adult_Data,9,"[0.25, 0.1221, 0.25, 0.25, 0.1372, 0.25, 0.25, 0.25, 0.25]",7,random_selection,0.25
Adult_Data,9,"[0.25, 0.1221, 0.25, 0.25, 0.1372, 0.25, 0.25, 0.25, 0.25]",7,sequential reconcile,0.135
Adult_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.1372, 0.25, 0.25, 0.25, 0.25]",8,mode,0.25
Adult_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.1372, 0.25, 0.25, 0.25, 0.25]",8,randomized,0.237
Adult_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.1372, 0.25, 0.25, 0.25, 0.25]",8,random_selection,0.25
Adult_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.1372, 0.25, 0.25, 0.25, 0.25]",8,sequential reconcile,0.137
Adult_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,mode,0.25
Adult_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,randomized,0.25
Adult_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,random_selection,0.25
Adult_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,sequential reconcile,0.25
German_Data,8,"[0.1371, 0.1383, 0.1334, 0.1314, 0.1568, 0.18, 0.1462, 0.2427]",0,mode,0.134
German_Data,8,"[0.1371, 0.1383, 0.1334, 0.1314, 0.1568, 0.18, 0.1462, 0.2427]",0,randomized,0.158
German_Data,8,"[0.1371, 0.1383, 0.1334, 0.1314, 0.1568, 0.18, 0.1462, 0.2427]",0,random_selection,0.146
German_Data,8,"[0.1371, 0.1383, 0.1334, 0.1314, 0.1568, 0.18, 0.1462, 0.2427]",0,sequential reconcile,0.144
German_Data,8,"[0.1371, 0.1383, 0.1334, 0.1314, 0.1568, 0.18, 0.1462, 0.25]",1,mode,0.135
German_Data,8,"[0.1371, 0.1383, 0.1334, 0.1314, 0.1568, 0.18, 0.1462, 0.25]",1,randomized,0.153
German_Data,8,"[0.1371, 0.1383, 0.1334, 0.1314, 0.1568, 0.18, 0.1462, 0.25]",1,random_selection,0.137
German_Data,8,"[0.1371, 0.1383, 0.1334, 0.1314, 0.1568, 0.18, 0.1462, 0.25]",1,sequential reconcile,0.139
German_Data,8,"[0.1371, 0.25, 0.1334, 0.1314, 0.1568, 0.18, 0.1462, 0.25]",2,mode,0.25
German_Data,8,"[0.1371, 0.25, 0.1334, 0.1314, 0.1568, 0.18, 0.1462, 0.25]",2,randomized,0.18
German_Data,8,"[0.1371, 0.25, 0.1334, 0.1314, 0.1568, 0.18, 0.1462, 0.25]",2,random_selection,0.137
German_Data,8,"[0.1371, 0.25, 0.1334, 0.1314, 0.1568, 0.18, 0.1462, 0.25]",2,sequential reconcile,0.142
German_Data,8,"[0.1371, 0.25, 0.1334, 0.1314, 0.1568, 0.18, 0.25, 0.25]",3,mode,0.249
German_Data,8,"[0.1371, 0.25, 0.1334, 0.1314, 0.1568, 0.18, 0.25, 0.25]",3,randomized,0.177
German_Data,8,"[0.1371, 0.25, 0.1334, 0.1314, 0.1568, 0.18, 0.25, 0.25]",3,random_selection,0.25
German_Data,8,"[0.1371, 0.25, 0.1334, 0.1314, 0.1568, 0.18, 0.25, 0.25]",3,sequential reconcile,0.154
German_Data,8,"[0.1371, 0.25, 0.1334, 0.25, 0.1568, 0.18, 0.25, 0.25]",4,mode,0.25
German_Data,8,"[0.1371, 0.25, 0.1334, 0.25, 0.1568, 0.18, 0.25, 0.25]",4,randomized,0.213
German_Data,8,"[0.1371, 0.25, 0.1334, 0.25, 0.1568, 0.18, 0.25, 0.25]",4,random_selection,0.157
German_Data,8,"[0.1371, 0.25, 0.1334, 0.25, 0.1568, 0.18, 0.25, 0.25]",4,sequential reconcile,0.152
German_Data,8,"[0.25, 0.25, 0.1334, 0.25, 0.1568, 0.18, 0.25, 0.25]",5,mode,0.25
German_Data,8,"[0.25, 0.25, 0.1334, 0.25, 0.1568, 0.18, 0.25, 0.25]",5,randomized,0.204
German_Data,8,"[0.25, 0.25, 0.1334, 0.25, 0.1568, 0.18, 0.25, 0.25]",5,random_selection,0.133
German_Data,8,"[0.25, 0.25, 0.1334, 0.25, 0.1568, 0.18, 0.25, 0.25]",5,sequential reconcile,0.149
German_Data,8,"[0.25, 0.25, 0.25, 0.25, 0.1568, 0.18, 0.25, 0.25]",6,mode,0.25
German_Data,8,"[0.25, 0.25, 0.25, 0.25, 0.1568, 0.18, 0.25, 0.25]",6,randomized,0.227
German_Data,8,"[0.25, 0.25, 0.25, 0.25, 0.1568, 0.18, 0.25, 0.25]",6,random_selection,0.157
German_Data,8,"[0.25, 0.25, 0.25, 0.25, 0.1568, 0.18, 0.25, 0.25]",6,sequential reconcile,0.157
German_Data,8,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.18, 0.25, 0.25]",7,mode,0.25
German_Data,8,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.18, 0.25, 0.25]",7,randomized,0.25
German_Data,8,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.18, 0.25, 0.25]",7,random_selection,0.25
German_Data,8,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.18, 0.25, 0.25]",7,sequential reconcile,0.177
German_Data,8,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",8,mode,0.25
German_Data,8,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",8,randomized,0.25
German_Data,8,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",8,random_selection,0.25
German_Data,8,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",8,sequential reconcile,0.25
Folk_Income_Data,9,"[0.1377, 0.1431, 0.1351, 0.1355, 0.1671, 0.1843, 0.1493, 0.1461, 0.2419]",0,mode,0.149
Folk_Income_Data,9,"[0.1377, 0.1431, 0.1351, 0.1355, 0.1671, 0.1843, 0.1493, 0.1461, 0.2419]",0,randomized,0.159
Folk_Income_Data,9,"[0.1377, 0.1431, 0.1351, 0.1355, 0.1671, 0.1843, 0.1493, 0.1461, 0.2419]",0,random_selection,0.135
Folk_Income_Data,9,"[0.1377, 0.1431, 0.1351, 0.1355, 0.1671, 0.1843, 0.1493, 0.1461, 0.2419]",0,sequential reconcile,0.141
Folk_Income_Data,9,"[0.25, 0.1431, 0.1351, 0.1355, 0.1671, 0.1843, 0.1493, 0.1461, 0.2419]",1,mode,0.187
Folk_Income_Data,9,"[0.25, 0.1431, 0.1351, 0.1355, 0.1671, 0.1843, 0.1493, 0.1461, 0.2419]",1,randomized,0.173
Folk_Income_Data,9,"[0.25, 0.1431, 0.1351, 0.1355, 0.1671, 0.1843, 0.1493, 0.1461, 0.2419]",1,random_selection,0.167
Folk_Income_Data,9,"[0.25, 0.1431, 0.1351, 0.1355, 0.1671, 0.1843, 0.1493, 0.1461, 0.2419]",1,sequential reconcile,0.135
Folk_Income_Data,9,"[0.25, 0.1431, 0.1351, 0.1355, 0.1671, 0.1843, 0.1493, 0.1461, 0.25]",2,mode,0.236
Folk_Income_Data,9,"[0.25, 0.1431, 0.1351, 0.1355, 0.1671, 0.1843, 0.1493, 0.1461, 0.25]",2,randomized,0.172
Folk_Income_Data,9,"[0.25, 0.1431, 0.1351, 0.1355, 0.1671, 0.1843, 0.1493, 0.1461, 0.25]",2,random_selection,0.149
Folk_Income_Data,9,"[0.25, 0.1431, 0.1351, 0.1355, 0.1671, 0.1843, 0.1493, 0.1461, 0.25]",2,sequential reconcile,0.143
Folk_Income_Data,9,"[0.25, 0.1431, 0.1351, 0.1355, 0.1671, 0.25, 0.1493, 0.1461, 0.25]",3,mode,0.25
Folk_Income_Data,9,"[0.25, 0.1431, 0.1351, 0.1355, 0.1671, 0.25, 0.1493, 0.1461, 0.25]",3,randomized,0.181
Folk_Income_Data,9,"[0.25, 0.1431, 0.1351, 0.1355, 0.1671, 0.25, 0.1493, 0.1461, 0.25]",3,random_selection,0.25
Folk_Income_Data,9,"[0.25, 0.1431, 0.1351, 0.1355, 0.1671, 0.25, 0.1493, 0.1461, 0.25]",3,sequential reconcile,0.143
Folk_Income_Data,9,"[0.25, 0.1431, 0.1351, 0.1355, 0.1671, 0.25, 0.25, 0.1461, 0.25]",4,mode,0.25
Folk_Income_Data,9,"[0.25, 0.1431, 0.1351, 0.1355, 0.1671, 0.25, 0.25, 0.1461, 0.25]",4,randomized,0.19
Folk_Income_Data,9,"[0.25, 0.1431, 0.1351, 0.1355, 0.1671, 0.25, 0.25, 0.1461, 0.25]",4,random_selection,0.135
Folk_Income_Data,9,"[0.25, 0.1431, 0.1351, 0.1355, 0.1671, 0.25, 0.25, 0.1461, 0.25]",4,sequential reconcile,0.135
Folk_Income_Data,9,"[0.25, 0.1431, 0.25, 0.1355, 0.1671, 0.25, 0.25, 0.1461, 0.25]",5,mode,0.25
Folk_Income_Data,9,"[0.25, 0.1431, 0.25, 0.1355, 0.1671, 0.25, 0.25, 0.1461, 0.25]",5,randomized,0.206
Folk_Income_Data,9,"[0.25, 0.1431, 0.25, 0.1355, 0.1671, 0.25, 0.25, 0.1461, 0.25]",5,random_selection,0.25
Folk_Income_Data,9,"[0.25, 0.1431, 0.25, 0.1355, 0.1671, 0.25, 0.25, 0.1461, 0.25]",5,sequential reconcile,0.143
Folk_Income_Data,9,"[0.25, 0.25, 0.25, 0.1355, 0.1671, 0.25, 0.25, 0.1461, 0.25]",6,mode,0.25
Folk_Income_Data,9,"[0.25, 0.25, 0.25, 0.1355, 0.1671, 0.25, 0.25, 0.1461, 0.25]",6,randomized,0.216
Folk_Income_Data,9,"[0.25, 0.25, 0.25, 0.1355, 0.1671, 0.25, 0.25, 0.1461, 0.25]",6,random_selection,0.25
Folk_Income_Data,9,"[0.25, 0.25, 0.25, 0.1355, 0.1671, 0.25, 0.25, 0.1461, 0.25]",6,sequential reconcile,0.144
Folk_Income_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.1671, 0.25, 0.25, 0.1461, 0.25]",7,mode,0.25
Folk_Income_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.1671, 0.25, 0.25, 0.1461, 0.25]",7,randomized,0.229
Folk_Income_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.1671, 0.25, 0.25, 0.1461, 0.25]",7,random_selection,0.146
Folk_Income_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.1671, 0.25, 0.25, 0.1461, 0.25]",7,sequential reconcile,0.156
Folk_Income_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.1461, 0.25]",8,mode,0.25
Folk_Income_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.1461, 0.25]",8,randomized,0.239
Folk_Income_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.1461, 0.25]",8,random_selection,0.146
Folk_Income_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.1461, 0.25]",8,sequential reconcile,0.155
Folk_Income_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,mode,0.25
Folk_Income_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,randomized,0.25
Folk_Income_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,random_selection,0.25
Folk_Income_Data,9,"[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25]",9,sequential reconcile,0.25
Folk_Travel_Data,5,"[0.2101, 0.2117, 0.2078, 0.2078, 0.215]",0,mode,0.21
Folk_Travel_Data,5,"[0.2101, 0.2117, 0.2078, 0.2078, 0.215]",0,randomized,0.211
Folk_Travel_Data,5,"[0.2101, 0.2117, 0.2078, 0.2078, 0.215]",0,random_selection,0.21
Folk_Travel_Data,5,"[0.2101, 0.2117, 0.2078, 0.2078, 0.215]",0,sequential reconcile,0.21
Folk_Travel_Data,5,"[0.2101, 0.2117, 0.25, 0.2078, 0.215]",1,mode,0.21
Folk_Travel_Data,5,"[0.2101, 0.2117, 0.25, 0.2078, 0.215]",1,randomized,0.218
Folk_Travel_Data,5,"[0.2101, 0.2117, 0.25, 0.2078, 0.215]",1,random_selection,0.21
Folk_Travel_Data,5,"[0.2101, 0.2117, 0.25, 0.2078, 0.215]",1,sequential reconcile,0.21
Folk_Travel_Data,5,"[0.2101, 0.25, 0.25, 0.2078, 0.215]",2,mode,0.244
Folk_Travel_Data,5,"[0.2101, 0.25, 0.25, 0.2078, 0.215]",2,randomized,0.227
Folk_Travel_Data,5,"[0.2101, 0.25, 0.25, 0.2078, 0.215]",2,random_selection,0.25
Folk_Travel_Data,5,"[0.2101, 0.25, 0.25, 0.2078, 0.215]",2,sequential reconcile,0.208
Folk_Travel_Data,5,"[0.2101, 0.25, 0.25, 0.2078, 0.25]",3,mode,0.25
Folk_Travel_Data,5,"[0.2101, 0.25, 0.25, 0.2078, 0.25]",3,randomized,0.234
Folk_Travel_Data,5,"[0.2101, 0.25, 0.25, 0.2078, 0.25]",3,random_selection,0.25
Folk_Travel_Data,5,"[0.2101, 0.25, 0.25, 0.2078, 0.25]",3,sequential reconcile,0.208
Folk_Travel_Data,5,"[0.2101, 0.25, 0.25, 0.25, 0.25]",4,mode,0.25
Folk_Travel_Data,5,"[0.2101, 0.25, 0.25, 0.25, 0.25]",4,randomized,0.242
Folk_Travel_Data,5,"[0.2101, 0.25, 0.25, 0.25, 0.25]",4,random_selection,0.25
Folk_Travel_Data,5,"[0.2101, 0.25, 0.25, 0.25, 0.25]",4,sequential reconcile,0.22
Folk_Travel_Data,5,"[0.25, 0.25, 0.25, 0.25, 0.25]",5,mode,0.25
Folk_Travel_Data,5,"[0.25, 0.25, 0.25, 0.25, 0.25]",5,randomized,0.25
Folk_Travel_Data,5,"[0.25, 0.25, 0.25, 0.25, 0.25]",5,random_selection,0.25
Folk_Travel_Data,5,"[0.25, 0.25, 0.25, 0.25, 0.25]",5,sequential reconcile,0.25
Folk_Mobility_Data,9,"[0.1735, 0.1725, 0.1727, 0.1726, 0.2086, 0.1908, 0.1876, 0.2465, 0.231]",0,mode,0.175
Folk_Mobility_Data,9,"[0.1735, 0.1725, 0.1727, 0.1726, 0.2086, 0.1908, 0.1876, 0.2465, 0.231]",0,randomized,0.196
Folk_Mobility_Data,9,"[0.1735, 0.1725, 0.1727, 0.1726, 0.2086, 0.1908, 0.1876, 0.2465, 0.231]",0,random_selection,0.188
Folk_Mobility_Data,9,"[0.1735, 0.1725, 0.1727, 0.1726, 0.2086, 0.1908, 0.1876, 0.2465, 0.231]",0,sequential reconcile,0.181
Folk_Mobility_Data,9,"[0.1735, 0.1725, 0.1727, 0.1726, 0.25, 0.1908, 0.1876, 0.2465, 0.231]",1,mode,0.174
Folk_Mobility_Data,9,"[0.1735, 0.1725, 0.1727, 0.1726, 0.25, 0.1908, 0.1876, 0.2465, 0.231]",1,randomized,0.201
Folk_Mobility_Data,9,"[0.1735, 0.1725, 0.1727, 0.1726, 0.25, 0.1908, 0.1876, 0.2465, 0.231]",1,random_selection,0.173
Folk_Mobility_Data,9,"[0.1735, 0.1725, 0.1727, 0.1726, 0.25, 0.1908, 0.1876, 0.2465, 0.231]",1,sequential reconcile,0.185
Folk_Mobility_Data,9,"[0.1735, 0.1725, 0.1727, 0.25, 0.25, 0.1908, 0.1876, 0.2465, 0.231]",2,mode,0.25
Folk_Mobility_Data,9,"[0.1735, 0.1725, 0.1727, 0.25, 0.25, 0.1908, 0.1876, 0.2465, 0.231]",2,randomized,0.206
Folk_Mobility_Data,9,"[0.1735, 0.1725, 0.1727, 0.25, 0.25, 0.1908, 0.1876, 0.2465, 0.231]",2,random_selection,0.188
Folk_Mobility_Data,9,"[0.1735, 0.1725, 0.1727, 0.25, 0.25, 0.1908, 0.1876, 0.2465, 0.231]",2,sequential reconcile,0.173
Folk_Mobility_Data,9,"[0.1735, 0.25, 0.1727, 0.25, 0.25, 0.1908, 0.1876, 0.2465, 0.231]",3,mode,0.25
Folk_Mobility_Data,9,"[0.1735, 0.25, 0.1727, 0.25, 0.25, 0.1908, 0.1876, 0.2465, 0.231]",3,randomized,0.218
Folk_Mobility_Data,9,"[0.1735, 0.25, 0.1727, 0.25, 0.25, 0.1908, 0.1876, 0.2465, 0.231]",3,random_selection,0.25
Folk_Mobility_Data,9,"[0.1735, 0.25, 0.1727, 0.25, 0.25, 0.1908, 0.1876, 0.2465, 0.231]",3,sequential reconcile,0.173
Folk_Mobility_Data,9,"[0.25, 0.25, 0.1727, 0.25, 0.25, 0.1908, 0.1876, 0.2465, 0.231]",4,mode,0.25
Folk_Mobility_Data,9,"[0.25, 0.25, 0.1727, 0.25, 0.25, 0.1908, 0.1876, 0.2465, 0.231]",4,randomized,0.224
Folk_Mobility_Data,9,"[0.25, 0.25, 0.1727, 0.25, 0.25, 0.1908, 0.1876, 0.2465, 0.231]",4,random_selection,0.188
Folk_Mobility_Data,9,"[0.25, 0.25, 0.1727, 0.25, 0.25, 0.1908, 0.1876, 0.2465, 0.231]",4,sequential reconcile,0.187
Folk_Mobility_Data,9,"[0.25, 0.25, 0.1727, 0.25, 0.25, 0.1908, 0.1876, 0.25, 0.231]",5,mode,0.25
Folk_Mobility_Data,9,"[0.25, 0.25, 0.1727, 0.25, 0.25, 0.1908, 0.1876, 0.25, 0.231]",5,randomized,0.222
Folk_Mobility_Data,9,"[0.25, 0.25, 0.1727, 0.25, 0.25, 0.1908, 0.1876, 0.25, 0.231]",5,random_selection,0.191
Folk_Mobility_Data,9,"[0.25, 0.25, 0.1727, 0.25, 0.25, 0.1908, 0.1876, 0.25, 0.231]",5,sequential reconcile,0.186
Folk_Mobility_Data,9,"[0.25, 0.25, 0.1727, 0.25, 0.25, 0.1908, 0.1876, 0.25, 0.25]",6,mode,0.25
Folk_Mobility_Data,9,"[0.25, 0.25, 0.1727, 0.25, 0.25, 0.1908, 0.1876, 0.25, 0.25]",6,randomized,0.227
Folk_Mobility_Data,9,"[0.25, 0.25, 0.1727, 0.25, 0.25, 0.1908, 0.1876, 0.25, 0.25]",6,random_selection,0.25
